Internship ID,Student ID,Organization ID,Internship Name,Career Path,Is Desired Career Path,Interviewed?,Accepted?,Completed?,Start Date,End Date
85,10,42,Hair Colorist Intern,Office and Administrative Support Occupations,True,False,False,False,2021-01-28,2021-04-22
86,10,19,Evaporative Cooler Installer Intern,"Installation, Maintenance, and Repair Occupations",False,True,True,False,2023-01-21,2023-03-23
87,10,20,Casino Floor Runner Intern,"Arts, Design, Entertainment, Sports, and Media Occupations",True,True,False,False,2023-01-09,2023-03-18
88,10,70,Coin Wrapping Machine Operator Intern,Educational Instruction and Library Occupations,True,True,True,False,2024-01-26,2024-03-03
89,10,78,Warrant Clerk Intern,"Installation, Maintenance, and Repair Occupations",False,False,False,False,2024-01-25,2024-03-10
90,10,10,Child Protective Services Specialist Intern,Building and Grounds Cleaning and Maintenance Occupations,False,False,False,False,2025-01-04,2025-03-21
91,10,35,Insurance Actuary Intern,Military Specific Occupations,False,True,True,True,2025-01-26,2025-04-16
92,10,95,Cabinet Builder Intern,Business and Financial Operations Occupations,False,True,False,False,2025-01-20,2025-04-02
93,10,70,Exchange Teller Intern,Food Preparation and Serving Related Occupations,False,False,False,False,2026-01-28,2026-03-05
94,10,9,Certified Ski Patroller Intern,Business and Financial Operations Occupations,False,False,False,False,2026-01-28,2026-03-27
95,10,66,Acoustical Ceiling Installer Intern,"Life, Physical, and Social Science Occupations",False,False,False,False,2026-01-24,2026-02-27
96,10,43,Liquid Natural Gas Plant Operator Intern,Building and Grounds Cleaning and Maintenance Occupations,True,False,False,False,2027-01-22,2027-03-04
97,11,31,Powerhouse Electrician Intern,"Farming, Fishing, and Forestry Occupations",False,False,False,False,2021-01-13,2021-03-05
98,11,15,Government Affairs Specialist Intern,Sales and Related Occupations,False,False,False,False,2022-01-13,2022-03-02
99,11,5,Architectural Engineer Intern,Legal Occupations,False,True,True,True,2022-01-24,2022-02-28
100,11,82,Barbering Instructor Intern,Production Occupations,False,False,False,False,2022-01-22,2022-04-10
101,11,9,Invisible Braces Orthodontist Intern,Business and Financial Operations Occupations,True,True,True,True,2023-01-25,2023-03-03
102,11,50,Sedimentationist Intern,Sales and Related Occupations,True,False,False,False,2023-01-09,2023-02-19
103,11,89,Transportation Security Administration (TSA) Screener Supervisor Intern,Construction and Extraction Occupations,True,False,False,False,2024-01-02,2024-02-17
104,11,8,Mining Technician Intern,Office and Administrative Support Occupations,True,False,False,False,2024-01-29,2024-04-11
105,11,54,Wood Working Assembler Intern,Military Specific Occupations,False,True,True,True,2025-01-19,2025-02-26
106,11,96,Stained Glass Artist Intern,"Arts, Design, Entertainment, Sports, and Media Occupations",False,False,False,False,2025-01-11,2025-03-13
107,11,52,Emergency Preparedness Coordinator Intern,Military Specific Occupations,False,False,False,False,2026-01-23,2026-02-28
108,11,51,Vinyl Installer Intern,Legal Occupations,True,False,False,False,2026-01-30,2026-04-18
109,11,17,Computer Programmer Intern,Protective Service Occupations,False,True,True,True,2027-01-03,2027-02-19
110,11,71,Granite Setter Intern,Healthcare Support Occupations,False,False,False,False,2027-01-02,2027-03-30
111,11,62,Trial Attorney Intern,Community and Social Service Occupations,False,False,False,False,2027-01-13,2027-04-01
112,12,61,Carpet Sewing Machine Operator Intern,Healthcare Practitioners and Technical Occupations,True,False,False,False,2021-01-06,2021-03-15
113,12,19,Pasteurizer Intern,Production Occupations,False,True,True,False,2021-01-25,2021-03-06
114,12,51,Aircraft Instrument Mechanic Intern,Community and Social Service Occupations,True,False,False,False,2021-01-15,2021-03-25
115,12,41,Industrial Maintenance Instructor Intern,Architecture and Engineering Occupations,False,True,True,True,2022-01-18,2022-04-08
116,12,11,Roof Bolter Operator Intern,"Life, Physical, and Social Science Occupations",False,False,False,False,2022-01-27,2022-04-21
117,12,26,Electronic Signals Intelligence Exploitation Intern,Computer and Mathematical Occupations,False,False,False,False,2022-01-06,2022-03-08
118,12,36,Oxygen Therapist Intern,Transportation and Material Moving Occupations,True,True,False,False,2022-01-04,2022-04-03
119,12,78,Fish Warden Intern,Food Preparation and Serving Related Occupations,False,False,False,False,2022-01-14,2022-03-04
120,12,19,Guided Missile Launching System Technician Intern,Construction and Extraction Occupations,True,False,False,False,2023-01-24,2023-03-16
121,12,95,Emergency Management System Director Intern,"Installation, Maintenance, and Repair Occupations",True,False,False,False,2024-01-30,2024-03-18
122,12,100,Bridge Operator Intern,Architecture and Engineering Occupations,True,True,True,False,2024-01-22,2024-04-02
123,12,83,Winder Operator Intern,Sales and Related Occupations,False,True,True,False,2025-01-08,2025-04-07
124,12,45,Tactical Automated Fire Control Systems Specialist Intern,Personal Care and Service Occupations,False,True,False,False,2025-01-13,2025-02-27
125,12,55,Computer Programmer Intern,Production Occupations,False,False,False,False,2025-01-04,2025-03-11
126,12,82,Airline Pilot Flight Instructor Intern,Computer and Mathematical Occupations,True,True,True,False,2026-01-29,2026-04-02
127,12,67,Deputy Attorney General Intern,Personal Care and Service Occupations,True,True,False,False,2026-01-30,2026-03-10
128,12,28,Frozen Yogurt Maker Intern,Building and Grounds Cleaning and Maintenance Occupations,True,False,False,False,2026-01-08,2026-02-17
129,12,55,Crochet Machine Operator Intern,Protective Service Occupations,True,False,False,False,2027-01-14,2027-04-08
130,12,50,Short Story Writer Intern,Protective Service Occupations,True,True,True,True,2027-01-02,2027-02-26
131,12,69,Cabinet Finisher Intern,Personal Care and Service Occupations,False,True,False,False,2027-01-02,2027-02-12
132,13,69,Health Informatics Specialist Intern,Business and Financial Operations Occupations,True,True,True,True,2022-01-27,2022-03-03
133,13,20,Java Programming Professor Intern,Architecture and Engineering Occupations,False,True,False,False,2022-01-12,2022-03-21
134,13,18,Industrial Relations Analyst Intern,"Farming, Fishing, and Forestry Occupations",False,False,False,False,2023-01-27,2023-03-27
135,13,8,Professor of Rhetoric Intern,Sales and Related Occupations,True,False,False,False,2023-01-15,2023-04-06
136,13,66,Training Coordinator Intern,Community and Social Service Occupations,False,False,False,False,2024-01-10,2024-03-02
137,13,49,Ambulance Attendant Intern,Healthcare Support Occupations,True,False,False,False,2024-01-27,2024-03-14
138,13,39,Wind Tunnel Engineer Intern,Legal Occupations,False,True,True,False,2024-01-10,2024-03-12
139,13,91,Fire Support Specialist Intern,"Installation, Maintenance, and Repair Occupations",False,False,False,False,2025-01-24,2025-04-14
140,13,89,Hospital Secretary Intern,Business and Financial Operations Occupations,True,False,False,False,2026-01-14,2026-03-12
141,13,28,Counterintelligence/Humint Specialist Intern,Architecture and Engineering Occupations,False,True,True,False,2026-01-30,2026-04-17
142,13,61,Weapons Intern,Legal Occupations,False,False,False,False,2027-01-24,2027-03-07
143,13,10,Social Science Professor Intern,Computer and Mathematical Occupations,True,True,True,False,2027-01-06,2027-02-14
144,13,39,Brazing Machine Operator Intern,Food Preparation and Serving Related Occupations,True,True,False,False,2027-01-15,2027-03-13
145,13,76,Furnace Mason Intern,Sales and Related Occupations,False,False,False,False,2027-01-14,2027-03-07
146,13,68,Neurology Professor Intern,Computer and Mathematical Occupations,True,False,False,False,2028-01-29,2028-03-06
147,13,42,Tariff Compiling Clerk Intern,Transportation and Material Moving Occupations,True,True,True,False,2028-01-04,2028-02-20
148,13,79,Pet Supplies Salesperson Intern,Building and Grounds Cleaning and Maintenance Occupations,False,True,False,False,2028-01-04,2028-03-24
149,15,95,Photocopying Equipment Repairer Intern,Building and Grounds Cleaning and Maintenance Occupations,True,True,True,True,2022-01-06,2022-03-20
150,15,30,"Aerospace Control And Warning Systems, Theater Air Control System Intern",Community and Social Service Occupations,True,True,False,False,2022-01-05,2022-03-03
151,15,59,Dredge Engineer Intern,"Farming, Fishing, and Forestry Occupations",True,False,False,False,2023-01-28,2023-04-24
152,15,7,Podiatric Medicine Professor Intern,Healthcare Practitioners and Technical Occupations,False,True,True,True,2023-01-14,2023-03-12
153,15,62,Help Desk Analyst Intern,Educational Instruction and Library Occupations,True,False,False,False,2024-01-03,2024-02-18
154,15,27,Sheet Metal Duct Installer Helper Intern,Production Occupations,True,False,False,False,2024-01-02,2024-02-14
155,15,11,Material Handler Intern,Personal Care and Service Occupations,True,True,True,True,2024-01-23,2024-03-21
156,15,2,Glass Etcher Intern,Food Preparation and Serving Related Occupations,False,True,True,False,2025-01-12,2025-03-09
157,15,27,Train Announcer Intern,Management Occupations,True,True,False,False,2025-01-30,2025-04-02
158,15,72,Programmable Logic Controller Assembler Intern,Computer and Mathematical Occupations,False,False,False,False,2026-01-06,2026-03-22
159,15,78,Carpenter Helper Intern,Food Preparation and Serving Related Occupations,True,True,True,False,2026-01-23,2026-02-28
160,15,5,Electronic Pre-Press Technician Intern,"Arts, Design, Entertainment, Sports, and Media Occupations",False,False,False,False,2027-01-20,2027-03-31
161,15,71,Transformer Assembler Intern,"Installation, Maintenance, and Repair Occupations",True,False,False,False,2028-01-03,2028-03-16
162,15,47,Track Patrol Intern,Food Preparation and Serving Related Occupations,False,True,True,False,2028-01-03,2028-02-15
163,15,47,Analytical Chemist Intern,Community and Social Service Occupations,False,True,False,False,2028-01-07,2028-03-14
164,17,99,Hardwood Finisher Intern,Food Preparation and Serving Related Occupations,False,True,True,True,2023-01-10,2023-02-23
165,17,2,Construction Inspector Intern,Production Occupations,True,True,False,False,2023-01-07,2023-04-01
166,17,45,Malariologist Intern,"Life, Physical, and Social Science Occupations",False,True,False,False,2023-01-20,2023-02-23
167,17,96,Actuary Clerk Intern,Personal Care and Service Occupations,True,False,False,False,2023-01-12,2023-02-19
168,17,50,Auto Damage Insurance Appraiser Intern,Food Preparation and Serving Related Occupations,True,True,True,False,2024-01-05,2024-03-31
169,17,39,Sound Cutter Intern,Sales and Related Occupations,False,True,True,False,2025-01-24,2025-03-31
170,17,64,Pathology Technician Intern,Management Occupations,True,True,True,True,2027-01-28,2027-04-07
171,17,33,Immigration Investigator Intern,Educational Instruction and Library Occupations,False,False,False,False,2027-01-10,2027-03-26
172,17,93,Political Research Scientist Intern,Personal Care and Service Occupations,True,True,True,True,2028-01-18,2028-03-08
173,17,24,Director of Strategic Sourcing Intern,Food Preparation and Serving Related Occupations,True,False,False,False,2028-01-29,2028-03-02
174,17,4,Postal Service Mail Processor Intern,Protective Service Occupations,False,True,True,False,2029-01-04,2029-02-15
175,17,38,Deboner Intern,Personal Care and Service Occupations,True,False,False,False,2029-01-26,2029-03-04
176,18,51,Trenching Machine Operator Intern,Business and Financial Operations Occupations,False,True,True,True,2023-01-21,2023-04-10
177,18,44,Marketing Administrator Intern,Office and Administrative Support Occupations,False,False,False,False,2024-01-08,2024-02-11
178,18,95,Engineering Design Manager Intern,Healthcare Practitioners and Technical Occupations,True,True,True,True,2025-01-20,2025-02-26
179,18,37,Social Psychologist Intern,"Life, Physical, and Social Science Occupations",True,False,False,False,2025-01-24,2025-03-23
180,18,54,Floral Artist Intern,"Farming, Fishing, and Forestry Occupations",True,True,False,False,2025-01-29,2025-04-08
181,18,23,Rebar Worker Intern,Computer and Mathematical Occupations,False,True,False,False,2025-01-24,2025-03-01
182,18,28,Public Affairs Director Intern,Computer and Mathematical Occupations,True,True,True,False,2026-01-10,2026-04-07
183,18,27,Ethnographic Materials Conservator Intern,Healthcare Practitioners and Technical Occupations,False,True,False,False,2026-01-14,2026-04-13
184,18,80,Lien Searcher Intern,Computer and Mathematical Occupations,True,False,False,False,2027-01-02,2027-03-19
185,18,10,Wire Winder Intern,Healthcare Support Occupations,False,False,False,False,2027-01-20,2027-03-12
186,18,93,Construction Excavator Intern,Office and Administrative Support Occupations,True,True,True,False,2027-01-13,2027-03-11
187,18,17,Boiler Plant Operator Intern,Legal Occupations,False,False,False,False,2027-01-21,2027-04-04
188,18,100,Cannon Crewmember Intern,Educational Instruction and Library Occupations,False,False,False,False,2028-01-08,2028-03-21
189,18,82,Food Preparer Intern,Business and Financial Operations Occupations,True,True,True,True,2028-01-11,2028-02-13
190,18,88,Brewery Pumper Intern,"Installation, Maintenance, and Repair Occupations",True,False,False,False,2028-01-29,2028-04-14
191,18,70,Exhibitions and Collections Manager Intern,Computer and Mathematical Occupations,False,True,True,False,2029-01-03,2029-02-22
192,18,44,Multimedia Services Coordinator Intern,"Installation, Maintenance, and Repair Occupations",True,False,False,False,2029-01-08,2029-02-16
193,18,37,Actuarial Mathematician Intern,Business and Financial Operations Occupations,False,True,False,False,2029-01-18,2029-03-03
194,18,65,Airline Reservation Agent Intern,Healthcare Support Occupations,False,True,False,False,2029-01-07,2029-03-17
195,19,79,Insurance Sales Supervisor Intern,"Farming, Fishing, and Forestry Occupations",True,True,True,False,2024-01-25,2024-03-15
196,19,24,Catalog Librarian Intern,Food Preparation and Serving Related Occupations,True,False,False,False,2025-01-12,2025-02-13
197,19,29,Private Branch Exchange Operator Intern,Military Specific Occupations,True,True,True,True,2025-01-26,2025-03-18
198,19,50,Analytical Statistician Intern,Transportation and Material Moving Occupations,False,True,False,False,2025-01-21,2025-03-23
199,19,70,Special Education Teacher for Adults with Disabilities Intern,Healthcare Practitioners and Technical Occupations,False,False,False,False,2026-01-24,2026-04-16
200,19,83,Network Coordinator Intern,Production Occupations,False,True,True,True,2026-01-18,2026-03-10
201,19,93,School Superintendent Intern,"Arts, Design, Entertainment, Sports, and Media Occupations",True,True,False,False,2026-01-16,2026-04-10
202,19,99,Deputy Chief Counsel Intern,Healthcare Support Occupations,True,True,True,True,2027-01-09,2027-02-18
203,19,21,Water Taxi Ferry Operator Intern,Architecture and Engineering Occupations,True,False,False,False,2027-01-11,2027-04-09
204,19,15,Ski Resort Manager Intern,Production Occupations,True,False,False,False,2027-01-09,2027-02-15
205,19,3,Milk Tester Intern,Building and Grounds Cleaning and Maintenance Occupations,True,True,True,False,2028-01-02,2028-02-24
206,19,36,Rides Attendant Intern,Architecture and Engineering Occupations,True,False,False,False,2028-01-27,2028-04-17
207,19,8,Law Secretary Intern,Community and Social Service Occupations,False,True,True,False,2029-01-27,2029-04-07
208,19,63,Coin Machine Operator Intern,Transportation and Material Moving Occupations,True,False,False,False,2029-01-22,2029-03-13
209,19,30,Gastroenterologist Intern,Production Occupations,False,True,False,False,2029-01-21,2029-04-07
210,19,70,Occupational Health and Safety Technologist (OHST) Intern,Business and Financial Operations Occupations,True,True,True,False,2030-01-09,2030-03-08
211,20,89,Nutrition Professor Intern,Healthcare Practitioners and Technical Occupations,True,False,False,False,2024-01-14,2024-03-28
212,20,49,Mechanical Engineering Technologist Intern,"Farming, Fishing, and Forestry Occupations",False,False,False,False,2024-01-15,2024-03-04
213,20,43,Medical and Health Information Manager Intern,Military Specific Occupations,True,True,True,False,2025-01-03,2025-02-08
214,20,82,Aviation Antisubmarine Warfare Technician Intern,"Farming, Fishing, and Forestry Occupations",False,True,False,False,2025-01-23,2025-04-09
215,20,28,Animal Science Professor Intern,Community and Social Service Occupations,False,True,True,True,2026-01-16,2026-03-28
216,20,30,Continuing Education Director Intern,Protective Service Occupations,True,False,False,False,2026-01-10,2026-02-11
217,20,93,Public Relations Officer Intern,Building and Grounds Cleaning and Maintenance Occupations,True,False,False,False,2026-01-07,2026-03-23
218,20,89,Optical Engineering Technician Intern,Healthcare Support Occupations,True,True,True,False,2027-01-18,2027-03-18
219,20,31,Organizational Research Consultant Intern,Transportation and Material Moving Occupations,False,False,False,False,2027-01-22,2027-04-09
220,20,11,Electric Organ Checker Intern,"Life, Physical, and Social Science Occupations",False,False,False,False,2028-01-17,2028-03-16
221,20,100,Lobby Attendant Intern,Food Preparation and Serving Related Occupations,False,True,True,True,2028-01-02,2028-02-14
222,20,70,Yellow Pages Space Salesperson Intern,Healthcare Support Occupations,False,True,False,False,2028-01-08,2028-02-18
223,20,27,Internet Marketing Manager Intern,"Life, Physical, and Social Science Occupations",True,True,False,False,2028-01-26,2028-03-25
224,20,31,Network Support Technician Intern,Transportation and Material Moving Occupations,True,True,True,True,2029-01-17,2029-03-25
225,20,9,FIOS Line Installer Intern,Sales and Related Occupations,True,False,False,False,2029-01-12,2029-02-27
226,20,67,Third Rail Installer Intern,Educational Instruction and Library Occupations,True,False,False,False,2029-01-15,2029-03-11
227,20,17,Multi-Mission Helicopter Aircrewman Intern,Office and Administrative Support Occupations,True,True,True,False,2030-01-10,2030-03-03
228,20,95,Environmental Protection Forester Intern,Office and Administrative Support Occupations,False,True,False,False,2030-01-26,2030-04-15
229,20,2,Discotheque Dancer Intern,Military Specific Occupations,True,True,False,False,2030-01-18,2030-03-27
230,21,76,Director of University Housing Intern,"Arts, Design, Entertainment, Sports, and Media Occupations",True,True,True,True,2024-01-04,2024-03-17
231,21,72,Flight Instructor (Commercial Pilots) Intern,Construction and Extraction Occupations,False,False,False,False,2024-01-29,2024-03-09
232,21,84,Immigration Investigator Intern,Building and Grounds Cleaning and Maintenance Occupations,False,False,False,False,2025-01-27,2025-04-24
233,21,100,Data Entry Clerk Intern,"Farming, Fishing, and Forestry Occupations",True,False,False,False,2025-01-04,2025-02-16
234,21,70,Metal Rivet Machine Operator Intern,Community and Social Service Occupations,True,False,False,False,2025-01-29,2025-03-15
235,21,2,Electrolysist Intern,Management Occupations,False,False,False,False,2025-01-13,2025-02-22
236,21,51,Geology Professor Intern,Healthcare Practitioners and Technical Occupations,True,False,False,False,2026-01-25,2026-04-08
237,21,10,Automobile Rental Clerk Intern,Personal Care and Service Occupations,False,True,True,True,2026-01-10,2026-03-21
238,21,95,Music Video Director Intern,Sales and Related Occupations,True,False,False,False,2026-01-06,2026-03-24
239,21,26,Car Ferry Master Intern,Military Specific Occupations,True,False,False,False,2026-01-09,2026-02-24
240,21,10,Marine Propulsion Technician Intern,Personal Care and Service Occupations,False,True,True,False,2027-01-05,2027-03-05
241,21,71,Certified Dental Assistant Intern,Community and Social Service Occupations,True,True,False,False,2027-01-29,2027-03-03
242,21,45,Veterinary Lab Tech Intern,Computer and Mathematical Occupations,False,True,False,False,2027-01-29,2027-03-16
243,21,70,Boiler Mechanic Intern,Construction and Extraction Occupations,True,False,False,False,2028-01-21,2028-03-31
244,21,22,House Carpenter Intern,Educational Instruction and Library Occupations,False,False,False,False,2028-01-17,2028-03-05
245,21,6,Sand Molder Intern,Building and Grounds Cleaning and Maintenance Occupations,True,False,False,False,2029-01-11,2029-02-25
